nombramiento,PLAZA,IdPuesto,ClavePuesto,Puesto,,,,,,,
#N/A,ECB-12-02-003-145-E-00001,110,109,DOCENTE,,,,,ECB-54-02-002-014-CF-00080,1524,1868
2505,ECB-33-02-001-006-CF-00003,59,58,DIRECTORA DE PLANTEL,,,,,ECB-54-02-002-018-CF-00041,1525,1878
2499,ECB-31-02-001-006-CF-00019,59,58,DIRECTORA DE PLANTEL,,,,,ECB-54-02-002-019-CF-00149,1526,1870
#N/A,ECB-35-02-001-008-CF-00010,64,63,SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-54-02-002-021-S1-00093,1527,1881
#N/A,ECB-99-02-003-148-E-00037,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-54-02-002-037-CF-00065,1528,1880
#N/A,ECB-90-02-003-158-E-00038,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-54-02-002-032-CF-00024,1529,1879
#N/A,ECB-50-03-003-145-E-00019,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-54-02-002-036-CF-00082,1530,1869
#N/A,ECB-99-02-003-151-E-00058,NULL,NULL,NULL,,,,,ECB-54-02-002-036-CF-00045,1531,1867
2372,ECB-66-02-002-019-CF-00028,88,87,ENCARGADO DE ORDEN,,,,,ECB-54-02-003-144-EH-00027,1532,1877
#N/A,ECB-42-03-003-145-E-00008,110,109,DOCENTE,,,,,ECB-54-02-003-144-EH-00038,1533,1876
2497,ECB-30-02-001-009-CF-00021,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-54-02-003-144-EH-00037,1534,1875
2556,ECB-53-02-001-006-CF-00023,58,57,DIRECTOR DE PLANTEL,,,,,ECB-55-02-002-012-CF-00050,1535,1899
2459,ECB-17-02-001-008-CF-00005,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-55-02-002-041-CF-00076,1536,1907
797,ECB-25-02-002-015-CF-00129,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-55-02-002-014-CF-00074,1537,1906
#N/A,ECB-12-02-002-021-S-00063,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-55-02-002-015-CF-00028,1538,1909
441,ECB-12-02-002-019-CF-00033,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-55-02-002-019-CF-00058,1539,1890
2430,ECB-07-02-001-009-CF-00033,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-55-02-002-019-CF-00100,1540,1902
2365,ECB-50-03-002-015-CF-00021,88,87,ENCARGADO DE ORDEN,,,,,ECB-55-02-002-021-S1-00101,1541,1883
#N/A,ECB-90-02-003-159-E-00057,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-55-02-002-021-S1-00097,1542,1882
2394,ECB-99-02-002-018-CF-00049,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-55-02-002-028-CF-00050,1543,1886
2376,ECB-90-02-002-015-CF-00178,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-55-02-002-046-CF-00039,1544,1885
#N/A,ECB-99-02-003-140-E-00009,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-55-02-002-037-CF-00099,1545,1888
2375,ECB-90-02-002-015-CF-00177,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-55-02-002-037-CF-00092,1546,1887
1419,ECB-47-02-002-019-CF-00039,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-55-02-002-032-CF-00061,1547,1889
#N/A,ECB-90-02-003-150-E-00028,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-55-02-002-036-CF-00076,1548,1903
#N/A,ECB-47-02-002-021-S-00055,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-55-02-002-036-CF-00022,1549,1908
2455,ECB-16-02-001-009-CF-00019,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-55-02-003-142-EH-00036,1550,1904
561,ECB-16-02-002-028-CF-00028,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-55-02-003-142-EH-00037,1551,1905
#N/A,ECB-99-02-003-146-E-00001,21,20,ANALISTA EDUCATIVO,,,,,ECB-55-02-003-144-EH-00048,1552,1893
#N/A,ECB-16-02-002-021-S-00058,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-55-02-003-144-EH-00058,1553,1892
#N/A,ECB-16-02-002-047-T-00050,70,69,AUXILIAR ACADEMICA,,,,,ECB-55-02-003-144-EH-00042,1554,1891
1283,ECB-42-03-002-014-CF-00025,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-55-02-003-150-EH-00026,1555,1896
#N/A,ECB-50-03-002-021-S-00028,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-55-02-003-150-EH-00032,1556,1895
2363,ECB-50-03-002-012-CF-00006,97,96,INGENIERA EN SISTEMAS,,,,,ECB-55-02-003-150-EH-00049,1557,1894
#N/A,ECB-99-02-003-149-E-00004,20,19,ANALISTA EDUCATIVA,,,,,ECB-55-02-003-143-EH-00014,1558,1884
#N/A,ECB-99-02-003-149-E-00011,20,19,ANALISTA EDUCATIVA,,,,,ECB-56-02-002-012-CF-00047,1559,1913
#N/A,ECB-12-02-003-159-E-00040,110,109,DOCENTE,,,,,ECB-56-02-002-018-CF-00027,1560,1922
1881,ECB-99-02-002-015-CF-00053,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-56-02-002-019-CF-00051,1561,1919
2590,ECB-64-02-002-015-CF-00093,65,64,RESPONSABLE ACADEMICO,,,,,ECB-56-02-002-019-CF-00049,1562,1918
2578,ECB-60-02-002-041-CF-00048,65,64,RESPONSABLE ACADEMICO,,,,,ECB-56-02-002-021-S1-00042,1563,1912
2246,ECB-22-02-002-014-CF-00052,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-56-02-002-028-CF-00047,1564,1925
2450,ECB-14-02-001-009-CF-00005,63,62,SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-56-02-002-037-CF-00064,1565,1924
2596,ECB-66-02-002-015-CF-00110,65,64,RESPONSABLE ACADEMICO,,,,,ECB-56-02-002-032-CF-00015,1566,1923
2377,ECB-90-02-002-015-CF-00179,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-56-02-002-036-CF-00029,1567,1910
1707,ECB-90-02-002-012-CF-00068,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-56-02-003-144-EH-00039,1568,1915
#N/A,ECB-50-03-003-160-E-00007,21,20,ANALISTA EDUCATIVO,,,,,ECB-56-02-003-145-EH-00047,1569,1916
695,ECB-20-02-002-015-CF-00137,80,79,AUXILIAR DE SUBDIRECTORA ACADEMICA,,,,,ECB-56-02-003-145-EH-00053,1570,1917
#N/A,ECB-90-02-003-151-E-00011,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-57-02-002-012-CF-00065,1571,1933
2378,ECB-90-02-002-019-CF-00161,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-57-02-002-014-CF-00073,1572,1935
2364,ECB-50-03-002-041-CF-00021,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-57-02-002-019-CF-00154,1573,1934
2029,ECB-99-02-002-029-CF-00013,20,19,ANALISTA EDUCATIVA,,,,,ECB-57-02-002-021-S1-00085,1574,1928
#N/A,ECB-99-02-003-156-E-00051,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-57-02-002-028-CF-00051,1575,1926
#N/A,ECB-33-02-003-142-E-00039,110,109,DOCENTE,,,,,ECB-57-02-002-046-CF-00040,1576,1927
1452,ECB-50-03-002-019-CF-00024,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-57-02-002-037-CF-00095,1577,1929
#N/A,ECB-50-03-003-151-E-00035,110,109,DOCENTE,,,,,ECB-57-02-002-036-CF-00080,1578,1938
2438,ECB-10-02-001-009-CF-00006,63,62,SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-57-02-003-142-EH-00034,1579,1937
1876,ECB-99-02-002-015-CF-00127,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-57-02-003-144-EH-00044,1580,1931
#N/A,ECB-99-02-003-148-E-00033,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-58-02-002-012-CF-00064,1581,1942
1927,ECB-99-02-002-018-CF-00033,53,52,OPERADORA DE FOTOCOPIADO,,,,,ECB-58-02-002-018-CF-00028,1582,1945
80,ECB-03-02-002-018-CF-00016,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-58-02-002-019-CF-00056,1583,1946
290,ECB-07-02-002-019-CF-00098,70,69,AUXILIAR ACADEMICA,,,,,ECB-58-02-002-019-CF-00060,1584,1947
#N/A,ECB-09-02-002-059-CF-00084,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-58-02-002-021-S1-00095,1585,1949
2227,ECB-09-02-002-032-CF-00045,103,102,SECRETARIA DE CONTROL ESCOLAR,,,,,ECB-58-02-002-021-S1-00075,1586,1950
2513,ECB-37-02-001-006-CF-00012,59,58,DIRECTORA DE PLANTEL,,,,,ECB-58-02-002-028-CF-00024,1587,1951
#N/A,ECB-09-02-002-019-CF-00077,59,58,DIRECTORA DE PLANTEL,,,,,ECB-58-02-002-032-CF-00062,1588,1948
2435,ECB-09-02-001-006-CF-00006,59,58,DIRECTORA DE PLANTEL,,,,,ECB-58-02-002-036-S0-00023,1589,1939
#N/A,ECB-29-02-003-145-E-00036,110,109,DOCENTE,,,,,ECB-59-03-002-012-CF-00015,1590,1956
#N/A,ECB-99-02-002-024-T-00002,21,20,ANALISTA EDUCATIVO,,,,,ECB-59-03-002-014-CF-00031,1591,1960
2424,ECB-05-02-001-005-CF-00003,59,58,DIRECTORA DE PLANTEL,,,,,ECB-59-03-002-014-CF-00029,1592,1959
2552,ECB-51-02-001-007-CF-00001,58,57,DIRECTOR DE PLANTEL,,,,,ECB-59-03-002-018-CF-00013,1593,1958
#N/A,ECB-05-02-002-047-T-00022,103,102,SECRETARIA DE CONTROL ESCOLAR,,,,,ECB-59-03-002-019-CF-00029,1594,1952
2660,ECB-12-02-001-008-CF-00013,62,61,SUBDIRECTORA ACADEMICA,,,,,ECB-59-03-002-021-S1-00036,1595,1963
1963,ECB-99-02-002-019-CF-00019,37,36,CONDUCTOR EJECUTIVO,,,,,ECB-59-03-002-021-S1-00038,1596,1964
1422,ECB-47-02-002-046-CF-00014,106,105,SECRETARIA DE SUBDIRECCION DE PLANTEL,,,,,ECB-59-03-002-028-CF-00008,1597,1962
#N/A,ECB-19-02-002-047-T-00003,86,85,BIBLIOTECARIA,,,,,ECB-59-03-002-037-CF-00015,1598,1971
450,ECB-12-02-002-046-CF-00005,70,69,AUXILIAR ACADEMICA,,,,,ECB-59-03-002-037-CF-00018,1599,1972
946,ECB-31-02-002-019-CF-00092,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-59-03-002-032-A0-00006,1600,1965
2570,ECB-57-02-002-015-CF-00091,65,64,RESPONSABLE ACADEMICO,,,,,ECB-59-03-002-047-T0-00013,1601,1961
413,ECB-11-02-002-019-CF-00026,106,105,SECRETARIA DE SUBDIRECCION DE PLANTEL,,,,,ECB-59-03-002-036-S0-00022,1602,1966
#N/A,ECB-66-02-002-021-S-00098,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-59-03-003-142-EH-00002,1603,1968
1665,ECB-66-02-002-029-CF-00016,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-59-03-003-144-EH-00008,1604,1967
2429,ECB-07-02-001-006-CF-00009,58,57,DIRECTOR DE PLANTEL,,,,,ECB-06-02-003-146-EH-00003,1605,282
1952,ECB-99-02-002-019-CF-00135,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-60-02-002-019-CF-00045,1606,1980
2508,ECB-34-03-001-005-CF-00001,58,57,DIRECTOR DE PLANTEL,,,,,ECB-60-02-002-022-CF-00012,1607,1978
1358,ECB-44-03-002-041-CF-00017,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-60-02-003-150-EH-00075,1608,1983
2536,ECB-44-03-001-009-CF-00007,68,67,RESPONSABLE ADMINISTRATIVA,,,,,ECB-61-03-002-012-CF-00009,1609,2003
722,ECB-21-03-002-018-CF-00007,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-61-03-002-041-CF-00019,1610,1990
1449,ECB-50-03-002-014-CF-00018,70,69,AUXILIAR ACADEMICA,,,,,ECB-61-03-002-041-CF-00010,1611,2004
2485,ECB-26-03-001-009-CF-00002,68,67,RESPONSABLE ADMINISTRATIVA,,,,,ECB-61-03-002-014-CF-00016,1612,1998
2411,ECB-18-03-002-015-CF-00014,68,67,RESPONSABLE ADMINISTRATIVA,,,,,ECB-61-03-002-015-CF-00019,1613,2001
#N/A,ECB-99-02-003-150-E-00068,20,19,ANALISTA EDUCATIVA,,,,,ECB-61-03-002-015-CF-00030,1614,1992
#N/A,ECB-99-02-003-151-E-00053,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-61-03-002-018-CF-00014,1615,1999
2022,ECB-99-02-002-029-CF-00011,20,19,ANALISTA EDUCATIVA,,,,,ECB-61-03-002-019-CF-00023,1616,1993
724,ECB-21-03-002-019-CF-00038,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-99-02-002-018-CF-00032,1929,2421
#N/A,ECB-21-03-002-021-S-00023,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-61-03-002-021-S1-00025,1617,1996
1360,ECB-44-03-002-014-CF-00010,86,85,BIBLIOTECARIA,,,,,ECB-61-03-002-037-CF-00009,1618,2018
1361,ECB-44-03-002-019-CF-00040,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-61-03-002-037-CF-00010,1619,2019
#N/A,ECB-21-03-002-047-T-00011,70,69,AUXILIAR ACADEMICA,,,,,ECB-61-03-002-037-CF-00011,1620,2020
2023,ECB-99-02-002-029-CF-00006,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-61-03-002-032-CF-00014,1621,2006
#N/A,ECB-50-03-003-149-E-00009,110,109,DOCENTE,,,,,ECB-61-03-002-047-T0-00002,1622,2007
#N/A,ECB-15-02-003-152-E-00002,110,109,DOCENTE,,,,,ECB-61-03-002-036-S0-00031,1623,2014
1613,ECB-61-03-002-015-CF-00019,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-61-03-002-036-S0-00029,1624,2015
975,ECB-32-02-002-014-CF-00032,70,69,AUXILIAR ACADEMICA,,,,,ECB-04-03-003-157-EH-00002,2207,163
#N/A,ECB-51-02-002-047-T-00049,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-61-03-003-144-EH-00019,1625,2016
980,ECB-32-02-002-018-CF-00018,69,68,AUXILIAR ACADEMICO,,,,,ECB-12-02-002-047-T0-00032,2208,533
2416,ECB-02-02-001-006-CF-00005,58,57,DIRECTOR DE PLANTEL,,,,,ECB-61-03-003-158-EH-00004,1626,2012
2421,ECB-04-03-001-005-CF-00002,59,58,DIRECTORA DE PLANTEL,,,,,ECB-15-02-002-014-CF-00046,2209,667
#N/A,ECB-36-02-003-151-E-00054,110,109,DOCENTE,,,,,ECB-61-03-003-160-EH-00008,1627,1988
1996,ECB-99-02-002-019-CF-00169,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-15-02-003-152--00002,2210,2879
1877,ECB-99-02-002-015-CF-00164,NULL,NULL,NULL,,,,,ECB-62-03-002-012-CF-00010,1628,2027
321,ECB-08-03-002-019-CF-00005,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-18-03-003-148-EH-00002,2211,768
#N/A,ECB-08-03-002-021-S-00019,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-62-03-002-019-CF-00022,1629,2031
#N/A,ECB-18-03-003-148-E-00002,110,109,DOCENTE,,,,,ECB-27-02-002-018-CF-00010,2212,1039
#N/A,ECB-19-02-002-021-S-00106,88,87,ENCARGADO DE ORDEN,,,,,ECB-62-03-002-021-S1-00010,1630,2030
2428,ECB-06-02-001-008-CF-00006,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-62-03-002-037-CF-00012,1631,2021
#N/A,ECB-50-03-002-019-CF-00033,61,60,SUBDIRECTOR ACADEMICO,,,,,ECB-62-03-002-032-CF-00013,1632,2024
843,ECB-27-02-002-014-CF-00048,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-62-03-002-032-CF-00006,1633,2025
#N/A,ECB-99-02-002-024-T-00001,20,19,ANALISTA EDUCATIVA,,,,,ECB-62-03-002-047-T0-00003,1634,2023
2558,ECB-53-02-001-009-CF-00037,64,63,SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-62-03-002-036-S0-00014,1635,2022
2462,ECB-18-03-001-008-CF-00012,64,63,SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-63-02-002-012-CF-00055,1636,2044
#N/A,ECB-32-02-003-144-E-00021,110,109,DOCENTE,,,,,ECB-63-02-002-018-CF-00030,1637,2040
1797,ECB-99-02-002-041-CF-00009,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-63-02-002-019-CF-00141,1638,2043
1711,ECB-90-02-002-015-CF-00161,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-63-02-002-019-CF-00155,1639,2042
#N/A,ECB-99-02-002-047-T-00014,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-63-02-002-021-S1-00096,1640,2034
#N/A,ECB-08-03-003-147-E-00001,110,109,DOCENTE,,,,,ECB-63-02-002-028-CF-00025,1641,2033
#N/A,ECB-35-02-002-047-T-00013,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-63-02-002-031-CF-00008,1642,2032
#N/A,ECB-52-02-002-047-T-00036,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-63-02-002-037-CF-00079,1643,2035
#N/A,ECB-06-02-003-144-E-00015,110,109,DOCENTE,,,,,ECB-63-02-002-032-CF-00065,1644,2036
1247,ECB-40-02-002-019-CF-00113,70,69,AUXILIAR ACADEMICA,,,,,ECB-63-02-002-047-T0-00043,1645,2037
#N/A,ECB-40-02-002-047-T-00067,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-63-02-002-036-CF-00026,1646,2046
1447,ECB-50-03-002-041-CF-00015,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-64-02-002-019-CF-00021,1647,2054
1606,ECB-60-02-002-019-CF-00045,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-64-02-002-021-S1-00036,1648,2050
1716,ECB-90-02-002-019-CF-00162,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-64-02-002-022-CF-00004,1649,2058
1615,ECB-61-03-002-018-CF-00014,70,69,AUXILIAR ACADEMICA,,,,,ECB-64-02-002-028-CF-00022,1650,2059
1611,ECB-61-03-002-041-CF-00010,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-64-02-002-037-CF-00101,1651,2057
1610,ECB-61-03-002-041-CF-00019,70,69,AUXILIAR ACADEMICA,,,,,ECB-64-02-002-037-CF-00029,1652,2060
1014,ECB-33-02-002-014-CF-00051,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-64-02-002-047-T0-00064,1653,2055
#N/A,ECB-31-02-002-021-S-00081,89,88,ENCARGADA DE ORDEN,,,,,ECB-64-02-002-036-CF-00085,1654,2048
#N/A,ECB-52-02-003-142-E-00025,110,109,DOCENTE,,,,,ECB-64-02-003-148-EH-00036,1655,2052
#N/A,ECB-10-02-002-047-T-00055,89,88,ENCARGADA DE ORDEN,,,,,ECB-64-02-003-144-EH-00056,1656,2051
1448,ECB-50-03-002-041-CF-00018,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-65-02-002-021-S1-00057,1657,2062
#N/A,ECB-70-02-002-021-S-00054,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-65-02-002-028-CF-00026,1658,2061
#N/A,ECB-12-02-002-021-S-00019,88,87,ENCARGADO DE ORDEN,,,,,ECB-65-02-002-037-CF-00080,1659,2064
1775,ECB-99-02-002-041-CF-00079,22,21,ANALISTA ESPECIALIZADA,,,,,ECB-65-02-002-032-CF-00033,1660,2063
1919,ECB-99-02-002-016-CF-00002,21,20,ANALISTA EDUCATIVO,,,,,ECB-66-02-002-015-CF-00082,1661,2074
1780,ECB-99-02-002-041-CF-00032,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-66-02-002-019-CF-00025,1662,2076
#N/A,ECB-99-02-003-157-E-00013,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-66-02-002-021-S1-00098,1663,2081
1777,ECB-99-02-002-041-CF-00081,20,19,ANALISTA EDUCATIVA,,,,,ECB-66-02-002-028-CF-00046,1664,2083
1988,ECB-99-02-002-019-CF-00145,21,20,ANALISTA EDUCATIVO,,,,,ECB-66-02-002-029-CF-00016,1665,2084
#N/A,ECB-06-02-003-148-E-00001,110,109,DOCENTE,,,,,ECB-66-02-002-032-A0-00001,1666,2079
#N/A,ECB-50-03-003-148-E-00003,110,109,DOCENTE,,,,,ECB-66-02-002-032-CF-00097,1667,2080
1987,ECB-99-02-002-019-CF-00144,21,20,ANALISTA EDUCATIVO,,,,,ECB-66-02-002-036-CF-00050,1668,2069
#N/A,ECB-99-02-003-148-E-00034,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-66-02-003-144-EH-00031,1669,2078
1793,ECB-99-02-002-041-CF-00033,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-66-02-003-145-EH-00043,1670,2077
1896,ECB-99-02-002-015-CF-00165,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-67-02-002-046-CF-00037,1671,2085
#N/A,ECB-99-02-002-047-T-00040,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-67-02-002-032-CF-00076,1672,2086
1954,ECB-99-02-002-019-CF-00134,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-68-03-002-012-CF-00012,1673,2104
#N/A,ECB-99-02-003-146-E-00014,42,41,EDITORIALISTA,,,,,ECB-68-03-002-014-CF-00021,1674,2103
#N/A,ECB-99-02-003-146-E-00013,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-68-03-002-018-CF-00008,1675,2102
#N/A,ECB-99-02-002-033-S-00002,NULL,NULL,NULL,,,,,ECB-68-03-002-019-CF-00032,1676,2098
#N/A,ECB-04-03-002-021-S-00032,89,88,ENCARGADA DE ORDEN,,,,,ECB-68-03-002-028-CF-00001,1678,2091
#N/A,ECB-11-02-002-021-S-00006,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-68-03-002-037-CF-00013,1679,2107
2569,ECB-57-02-002-014-CF-00049,68,67,RESPONSABLE ADMINISTRATIVA,,,,,ECB-68-03-002-037-CF-00024,1680,2108
2444,ECB-12-02-001-008-CF-00002,63,62,SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-68-03-002-032-CF-00005,1681,2087
2256,ECB-25-02-002-032-CF-00092,80,79,AUXILIAR DE SUBDIRECTORA ACADEMICA,,,,,ECB-68-03-002-047-T0-00001,1682,2088
#N/A,ECB-35-02-002-047-T-00023,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-68-03-002-036-S0-00006,1683,2089
1089,ECB-35-02-002-019-CF-00159,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-68-03-003-142-EH-00006,1684,2095
1087,ECB-35-02-002-018-CF-00039,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-68-03-003-144-EH-00022,1685,2094
1078,ECB-35-02-002-015-CF-00040,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-68-03-003-144-EH-00020,1686,2092
78,ECB-03-02-002-014-CF-00066,88,87,ENCARGADO DE ORDEN,,,,,ECB-68-03-003-144-EH-00021,1687,2093
1697,ECB-70-02-002-019-CF-00104,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-68-03-003-145-EH-00017,1688,2096
1503,ECB-53-02-002-012-CF-00049,92,91,ENCARGADO DEL CENTRO DE COMPUTO,,,,,ECB-69-02-002-012-CF-00062,1689,2119
2498,ECB-30-02-001-009-CF-00029,67,66,RESPONSABLE ADMINISTRATIVO,,,,,ECB-69-02-002-028-CF-00053,1691,2112
#N/A,ECB-08-03-003-145-E-00011,110,109,DOCENTE,,,,,ECB-69-02-002-031-CF-00004,1692,2113
#N/A,ECB-42-03-002-047-T-00005,79,78,AUXILIAR DE SUBDIRECTOR ACADEMICO,,,,,ECB-69-02-002-046-CF-00045,1693,2114
1296,ECB-42-03-002-046-CF-00007,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-69-02-002-037-CF-00098,1694,2115
1295,ECB-42-03-002-028-CF-00002,88,87,ENCARGADO DE ORDEN,,,,,ECB-69-02-002-032-CF-00039,1695,2116
2467,ECB-20-02-001-009-CF-00027,63,62,SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-69-02-002-036-CF-00003,1696,2110
589,ECB-17-02-002-028-CF-00031,104,103,SECRETARIO DE CONTROL ESCOLAR,,,,,ECB-70-02-002-019-CF-00104,1697,2123
590,ECB-17-02-002-046-CF-00021,109,108,VIGILANTE,,,,,ECB-70-02-002-021-S1-00054,1698,2130
#N/A,ECB-04-03-003-157-E-00002,110,109,DOCENTE,,,,,ECB-70-02-002-028-CF-00027,1699,2129
1032,ECB-34-03-002-014-CF-00019,70,69,AUXILIAR ACADEMICA,,,,,ECB-70-02-002-037-CF-00061,1700,2128
2531,ECB-43-03-001-005-CF-00005,58,57,DIRECTOR DE PLANTEL,,,,,ECB-70-02-002-032-CF-00084,1701,2127
1948,ECB-99-02-002-019-CF-00119,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-70-02-002-036-CF-00040,1702,2132
2264,ECB-50-03-002-028-CF-00004,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-70-02-003-145-EH-00028,1703,2126
#N/A,ECB-50-03-002-021-S-00024,89,88,ENCARGADA DE ORDEN,,,,,ECB-70-02-003-149-EH-00012,1704,2131
1457,ECB-50-03-002-032-CF-00004,69,68,AUXILIAR ACADEMICO,,,,,ECB-71-02-002-021-S1-00107,1705,2133
#N/A,ECB-99-02-003-142-E-00015,36,35,AUXILIAR JURIDICO,,,,,ECB-71-02-002-032-CF-00087,1706,2135
#N/A,ECB-20-02-003-148-E-00029,110,109,DOCENTE,,,,,ECB-90-02-002-012-CF-00068,1707,2153
1790,ECB-99-02-002-041-CF-00041,55,54,SECRETARIA OPERATIVA,,,,,ECB-90-02-002-041-CF-00066,1708,2193
1947,ECB-99-02-002-019-CF-00124,NULL,NULL,NULL,,,,,ECB-90-02-002-041-CF-00012,1709,2179
#N/A,ECB-33-02-003-156-E-00021,110,109,DOCENTE,,,,,ECB-90-02-002-041-CF-00021,1710,2191
#N/A,ECB-99-02-003-140-E-00008,20,19,ANALISTA EDUCATIVA,,,,,ECB-90-02-002-015-CF-00161,1711,2157
1985,ECB-99-02-002-019-CF-00146,37,36,CONDUCTOR EJECUTIVO,,,,,ECB-90-02-002-018-CF-00014,1712,2156
#N/A,ECB-99-02-002-033-S-00001,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-90-02-002-018-CF-00013,1713,2155
#N/A,ECB-99-02-003-151-E-00060,21,20,ANALISTA EDUCATIVO,,,,,ECB-90-02-002-025-CF-00009,1714,2165
1816,ECB-99-02-002-014-CF-00084,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-90-02-002-019-CF-00160,1715,2146
1913,ECB-99-02-002-015-CF-00058,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-90-02-002-019-CF-00162,1716,2148
